experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	
main	39 	7 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	7 	1 	0.0 	-1014.0 	[6, 0] 	0
main	40 	7 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	22 	5 	5 	1.0 	-1021.0 	[-6, 0] 	0
main	41 	7 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	3 	3 	1.0 	-1015.0 	[-6, 0] 	0
main	42 	7 	 T1T2 	 0.0 	14 	8 	0 	0.0 	-1013.0 	15 	9 	3 	0.0 	-1014.0 	[-6, 0] 	0
main	43 	7 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	8 	8 	1.0 	-1023.0 	[-6, 0] 	0
main	44 	7 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	3 	3 	1.0 	-1018.0 	[-6, 0] 	0
main	45 	7 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	14 	4 	4 	1.0 	-1013.0 	[-6, 0] 	0
main	46 	7 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[-6, 0] 	0
main	47 	7 	 T1T2 	 0.0 	6 	6 	5 	0.0 	-1005.0 	7 	5 	6 	0.0 	-1006.0 	[-6, 0] 	0
main	48 	7 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	3 	3 	1.0 	-1015.0 	[-6, 0] 	0
main	49 	7 	 T1T2 	 0.0 	6 	6 	5 	0.0 	-1005.0 	11 	5 	2 	0.0 	-1010.0 	[-6, 0] 	0
main	50 	7 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	0 	1 	0.0 	-1015.0 	[-6, 0] 	0
main	51 	7 	 T1T2 	 0.0 	8 	7 	2 	0.0 	-1007.0 	10 	2 	6 	0.0 	-1009.0 	[-6, 0] 	0
main	52 	7 	 T1T2 	 0.0 	8 	3 	2 	0.0 	-1007.0 	9 	9 	0 	0.0 	-1008.0 	[-6, 0] 	0
main	53 	7 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[-6, 0] 	0
main	54 	7 	 T1T2 	 0.0 	8 	0 	1 	0.0 	-1007.0 	13 	3 	3 	1.0 	-1012.0 	[-6, 0] 	0
main	55 	7 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	2 	2 	1.0 	-1017.0 	[-6, 0] 	0
main	56 	7 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	12 	3 	3 	1.0 	-1011.0 	[-6, 0] 	0
main	57 	7 	 T1T2 	 0.0 	10 	0 	5 	0.0 	-1009.0 	11 	3 	3 	1.0 	-1010.0 	[-6, 0] 	0
main	58 	7 	 T1T2 	 0.0 	10 	3 	7 	0.0 	-1009.0 	20 	0 	3 	0.0 	-1019.0 	[-6, 0] 	0
main	59 	7 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	15 	0 	1 	0.0 	-1014.0 	[-6, 0] 	0
main	60 	7 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[-2, 0] 	0
main	61 	7 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	16 	8 	8 	1.0 	-1015.0 	[-2, 0] 	1
main	62 	7 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	15 	1 	1 	1.0 	-1014.0 	[-2, 0] 	0
main	63 	7 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	5 	5 	1.0 	-1023.0 	[-2, 0] 	0
main	64 	7 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	19 	8 	3 	0.0 	-1018.0 	[-2, 0] 	0
main	65 	7 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	14 	6 	6 	1.0 	-1013.0 	[-2, 0] 	0
main	66 	7 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[-2, 0] 	0
main	67 	7 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	7 	3 	3 	1.0 	-1006.0 	[-2, 0] 	0
main	68 	7 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	0
main	69 	7 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	11 	2 	2 	1.0 	-1010.0 	[-2, 0] 	0
main	70 	7 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	6 	0 	0.0 	-1015.0 	[-2, 0] 	0
main	71 	7 	 T1T2 	 0.0 	8 	7 	3 	0.0 	-1007.0 	10 	3 	8 	0.0 	-1009.0 	[-2, 0] 	0
main	72 	7 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	9 	0 	0 	1.0 	-1008.0 	[-2, 0] 	0
main	73 	7 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	4 	4 	1.0 	-1017.0 	[-2, 0] 	1
main	74 	7 	 T1T2 	 0.0 	8 	0 	3 	0.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[-2, 0] 	0
main	75 	7 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[-2, 0] 	0
main	76 	7 	 T1T2 	 0.0 	10 	6 	3 	0.0 	-1009.0 	12 	8 	3 	0.0 	-1011.0 	[-2, 0] 	0
main	77 	7 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	11 	8 	8 	1.0 	-1010.0 	[-2, 0] 	0
main	78 	7 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[-2, 0] 	0
main	79 	7 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	15 	8 	8 	1.0 	-1014.0 	[-2, 0] 	0
main	80 	7 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	3 	3 	1.0 	-1021.0 	[2, 0] 	0
main	81 	7 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	16 	9 	7 	0.0 	-1015.0 	[2, 0] 	0
main	82 	7 	 T1T2 	 0.0 	14 	8 	6 	0.0 	-1013.0 	15 	6 	8 	0.0 	-1014.0 	[2, 0] 	0
main	83 	7 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	24 	0 	1 	0.0 	-1023.0 	[2, 0] 	0
main	84 	7 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	19 	7 	7 	1.0 	-1018.0 	[2, 0] 	0
main	85 	7 	 T1T2 	 0.0 	6 	0 	5 	0.0 	-1005.0 	14 	5 	7 	0.0 	-1013.0 	[2, 0] 	0
main	86 	7 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	8 	6 	1 	0.0 	-1007.0 	[2, 0] 	0
main	87 	7 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	7 	8 	8 	1.0 	-1006.0 	[2, 0] 	0
main	88 	7 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	16 	0 	1 	0.0 	-1015.0 	[2, 0] 	0
main	89 	7 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	11 	8 	8 	1.0 	-1010.0 	[2, 0] 	0
main	90 	7 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	16 	4 	4 	1.0 	-1015.0 	[2, 0] 	0
main	91 	7 	 T1T2 	 0.0 	8 	9 	1 	0.0 	-1007.0 	10 	0 	1 	0.0 	-1009.0 	[2, 0] 	0
main	92 	7 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	9 	4 	4 	1.0 	-1008.0 	[2, 0] 	0
main	93 	7 	 T1T2 	 0.0 	8 	9 	1 	0.0 	-1007.0 	18 	3 	4 	0.0 	-1017.0 	[2, 0] 	0
main	94 	7 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[2, 0] 	0
main	95 	7 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[2, 0] 	0
main	96 	7 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	12 	8 	4 	0.0 	-1011.0 	[2, 0] 	0
main	97 	7 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	11 	5 	5 	1.0 	-1010.0 	[2, 0] 	0
main	98 	7 	 T1T2 	 0.0 	10 	4 	6 	0.0 	-1009.0 	20 	1 	3 	0.0 	-1019.0 	[2, 0] 	0
main	99 	7 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[2, 0] 	0
main	100 	7 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[6, 0] 	0
main	101 	7 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[6, 0] 	0
main	102 	7 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	15 	0 	4 	0.0 	-1014.0 	[6, 0] 	0
main	103 	7 	 T1T2 	 0.0 	14 	8 	7 	0.0 	-1013.0 	24 	4 	1 	0.0 	-1023.0 	[6, 0] 	0
main	104 	7 	 T1T2 	 0.0 	14 	2 	8 	0.0 	-1013.0 	19 	6 	3 	0.0 	-1018.0 	[6, 0] 	0
main	105 	7 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	14 	7 	7 	1.0 	-1013.0 	[6, 0] 	0
main	106 	7 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	8 	5 	5 	1.0 	-1007.0 	[6, 0] 	4
main	107 	7 	 T1T2 	 0.0 	6 	1 	7 	0.0 	-1005.0 	7 	6 	9 	0.0 	-1006.0 	[6, 0] 	0
main	108 	7 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	16 	4 	4 	1.0 	-1015.0 	[6, 0] 	0
main	109 	7 	 T1T2 	 0.0 	6 	4 	7 	0.0 	-1005.0 	11 	3 	4 	0.0 	-1010.0 	[6, 0] 	0
main	110 	7 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	6 	4 	0.0 	-1015.0 	[6, 0] 	0
main	111 	7 	 T1T2 	 0.0 	8 	4 	1 	0.0 	-1007.0 	10 	6 	7 	0.0 	-1009.0 	[6, 0] 	0
main	112 	7 	 T1T2 	 0.0 	8 	6 	5 	0.0 	-1007.0 	9 	5 	6 	0.0 	-1008.0 	[6, 0] 	0
main	113 	7 	 T1T2 	 0.0 	8 	9 	1 	0.0 	-1007.0 	18 	3 	7 	0.0 	-1017.0 	[6, 0] 	0
main	114 	7 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	3 	6 	0.0 	-1012.0 	[6, 0] 	0
main	115 	7 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	8 	8 	1.0 	-1017.0 	[6, 0] 	0
main	116 	7 	 T1T2 	 0.0 	10 	9 	5 	0.0 	-1009.0 	12 	5 	3 	0.0 	-1011.0 	[6, 0] 	0
main	117 	7 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	11 	4 	4 	1.0 	-1010.0 	[6, 0] 	0
main	118 	7 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	8 	8 	1.0 	-1019.0 	[6, 0] 	0
main	119 	7 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	15 	7 	6 	0.0 	-1014.0 	[6, 0] 	0
main	120 	7 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[-6, 0] 	0
main	121 	7 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	16 	4 	3 	0.0 	-1015.0 	[-6, 0] 	0
main	122 	7 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	1 	1 	1.0 	-1014.0 	[-6, 0] 	0
main	123 	7 	 T1T2 	 0.0 	14 	8 	7 	0.0 	-1013.0 	24 	0 	0 	1.0 	-1023.0 	[-6, 0] 	0
main	124 	7 	 T1T2 	 0.0 	14 	0 	4 	0.0 	-1013.0 	19 	2 	6 	0.0 	-1018.0 	[-6, 0] 	0
main	125 	7 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	14 	4 	4 	1.0 	-1013.0 	[-6, 0] 	0
main	126 	7 	 T1T2 	 0.0 	6 	8 	3 	0.0 	-1005.0 	8 	9 	5 	0.0 	-1007.0 	[-6, 0] 	0
main	127 	7 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	7 	4 	4 	1.0 	-1006.0 	[-6, 0] 	0
main	128 	7 	 T1T2 	 0.0 	6 	4 	1 	0.0 	-1005.0 	16 	6 	3 	0.0 	-1015.0 	[-6, 0] 	0
main	129 	7 	 T1T2 	 0.0 	6 	0 	2 	0.0 	-1005.0 	11 	5 	5 	1.0 	-1010.0 	[-6, 0] 	0
main	130 	7 	 T1T2 	 0.0 	8 	4 	7 	0.0 	-1007.0 	16 	7 	3 	0.0 	-1015.0 	[-6, 0] 	0
main	131 	7 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	10 	6 	6 	1.0 	-1009.0 	[-6, 0] 	0
main	132 	7 	 T1T2 	 0.0 	8 	0 	3 	0.0 	-1007.0 	9 	3 	1 	0.0 	-1008.0 	[-6, 0] 	0
main	133 	7 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	3 	5 	0.0 	-1017.0 	[-6, 0] 	0
main	134 	7 	 T1T2 	 0.0 	8 	8 	9 	0.0 	-1007.0 	13 	6 	4 	0.0 	-1012.0 	[-6, 0] 	0
main	135 	7 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	3 	3 	1.0 	-1017.0 	[-6, 0] 	0
main	136 	7 	 T1T2 	 0.0 	10 	7 	6 	0.0 	-1009.0 	12 	5 	1 	0.0 	-1011.0 	[-6, 0] 	0
main	137 	7 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	11 	1 	1 	1.0 	-1010.0 	[-6, 0] 	0
main	138 	7 	 T1T2 	 0.0 	10 	0 	5 	0.0 	-1009.0 	20 	4 	2 	0.0 	-1019.0 	[-6, 0] 	0
main	139 	7 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[-6, 0] 	0
main	140 	7 	 T1T2 	 0.0 	14 	1 	2 	0.0 	-1013.0 	22 	7 	7 	1.0 	-1021.0 	[-2, 0] 	0
main	141 	7 	 T1T2 	 0.0 	14 	7 	8 	0.0 	-1013.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	0
main	142 	7 	 T1T2 	 0.0 	14 	6 	8 	0.0 	-1013.0 	15 	3 	4 	0.0 	-1014.0 	[-2, 0] 	0
main	143 	7 	 T1T2 	 0.0 	14 	4 	3 	0.0 	-1013.0 	24 	7 	7 	1.0 	-1023.0 	[-2, 0] 	0
main	144 	7 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	3 	3 	1.0 	-1018.0 	[-2, 0] 	0
main	145 	7 	 T1T2 	 0.0 	6 	5 	7 	0.0 	-1005.0 	14 	7 	1 	0.0 	-1013.0 	[-2, 0] 	0
main	146 	7 	 T1T2 	 0.0 	6 	3 	1 	0.0 	-1005.0 	8 	1 	3 	0.0 	-1007.0 	[-2, 0] 	0
main	147 	7 	 T1T2 	 0.0 	6 	6 	2 	0.0 	-1005.0 	7 	4 	4 	1.0 	-1006.0 	[-2, 0] 	0
main	148 	7 	 T1T2 	 0.0 	6 	8 	1 	0.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	27
main	149 	7 	 T1T2 	 0.0 	6 	4 	8 	0.0 	-1005.0 	11 	8 	9 	0.0 	-1010.0 	[-2, 0] 	0
main	150 	7 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	16 	3 	3 	1.0 	-1015.0 	[-2, 0] 	0
main	151 	7 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	10 	9 	9 	1.0 	-1009.0 	[-2, 0] 	1
main	152 	7 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	9 	4 	4 	1.0 	-1008.0 	[-2, 0] 	0
main	153 	7 	 T1T2 	 0.0 	8 	7 	5 	0.0 	-1007.0 	18 	9 	1 	0.0 	-1017.0 	[-2, 0] 	0
main	154 	7 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	13 	1 	1 	1.0 	-1012.0 	[-2, 0] 	0
main	155 	7 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[-2, 0] 	0
main	156 	7 	 T1T2 	 0.0 	10 	0 	2 	0.0 	-1009.0 	12 	2 	8 	0.0 	-1011.0 	[-2, 0] 	9
main	157 	7 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	11 	7 	7 	1.0 	-1010.0 	[-2, 0] 	0
main	158 	7 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	7 	7 	1.0 	-1019.0 	[-2, 0] 	0
main	159 	7 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	160 	7 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	3 	3 	1.0 	-1021.0 	[2, 0] 	0
main	161 	7 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	16 	8 	1 	0.0 	-1015.0 	[2, 0] 	0
main	162 	7 	 T1T2 	 0.0 	14 	9 	1 	0.0 	-1013.0 	15 	1 	9 	0.0 	-1014.0 	[2, 0] 	0
main	163 	7 	 T1T2 	 0.0 	14 	9 	1 	0.0 	-1013.0 	24 	2 	2 	1.0 	-1023.0 	[2, 0] 	0
main	164 	7 	 T1T2 	 0.0 	14 	9 	1 	0.0 	-1013.0 	19 	3 	9 	0.0 	-1018.0 	[2, 0] 	0
main	165 	7 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	14 	2 	2 	1.0 	-1013.0 	[2, 0] 	0
main	166 	7 	 T1T2 	 0.0 	6 	0 	3 	0.0 	-1005.0 	8 	3 	5 	0.0 	-1007.0 	[2, 0] 	0
main	167 	7 	 T1T2 	 0.0 	6 	7 	1 	0.0 	-1005.0 	7 	2 	2 	1.0 	-1006.0 	[2, 0] 	0
main	168 	7 	 T1T2 	 0.0 	6 	8 	1 	0.0 	-1005.0 	16 	5 	6 	0.0 	-1015.0 	[2, 0] 	0
main	169 	7 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	11 	2 	2 	1.0 	-1010.0 	[2, 0] 	0
main	170 	7 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	171 	7 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	10 	2 	2 	1.0 	-1009.0 	[2, 0] 	0
main	172 	7 	 T1T2 	 0.0 	8 	0 	8 	0.0 	-1007.0 	9 	8 	1 	0.0 	-1008.0 	[2, 0] 	0
main	173 	7 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	18 	2 	2 	1.0 	-1017.0 	[2, 0] 	0
main	174 	7 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	8 	7 	0.0 	-1012.0 	[2, 0] 	0
main	175 	7 	 T1T2 	 0.0 	10 	3 	8 	0.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[2, 0] 	0
main	176 	7 	 T1T2 	 0.0 	10 	4 	6 	0.0 	-1009.0 	12 	9 	2 	0.0 	-1011.0 	[2, 0] 	0
main	177 	7 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	11 	3 	3 	1.0 	-1010.0 	[2, 0] 	0
main	178 	7 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	9 	0 	0.0 	-1019.0 	[2, 0] 	0
main	179 	7 	 T1T2 	 0.0 	10 	8 	4 	0.0 	-1009.0 	15 	4 	6 	0.0 	-1014.0 	[2, 0] 	0
main	180 	7 	 T1T2 	 0.0 	14 	9 	3 	0.0 	-1013.0 	22 	3 	9 	0.0 	-1021.0 	[6, 0] 	2
main	181 	7 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	16 	4 	2 	0.0 	-1015.0 	[6, 0] 	0
main	182 	7 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[6, 0] 	0
main	183 	7 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	24 	4 	7 	0.0 	-1023.0 	[6, 0] 	0
main	184 	7 	 T1T2 	 0.0 	14 	0 	7 	0.0 	-1013.0 	19 	4 	4 	1.0 	-1018.0 	[6, 0] 	0
main	185 	7 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	14 	7 	7 	1.0 	-1013.0 	[6, 0] 	0
main	186 	7 	 T1T2 	 0.0 	6 	3 	1 	0.0 	-1005.0 	8 	9 	5 	0.0 	-1007.0 	[6, 0] 	0
main	187 	7 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[6, 0] 	0
