experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	
main	377 	7 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	11 	1 	1 	1.0 	-1010.0 	[-6, 0] 	0
main	378 	7 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	20 	0 	8 	0.0 	-1019.0 	[-6, 0] 	0
main	379 	7 	 T1T2 	 0.0 	10 	1 	2 	0.0 	-1009.0 	15 	3 	8 	0.0 	-1014.0 	[-6, 0] 	0
main	380 	7 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	22 	0 	5 	0.0 	-1021.0 	[-2, 0] 	0
main	381 	7 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	16 	3 	3 	1.0 	-1015.0 	[-2, 0] 	0
main	382 	7 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	8 	8 	1.0 	-1014.0 	[-2, 0] 	0
main	383 	7 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	24 	6 	1 	0.0 	-1023.0 	[-2, 0] 	0
main	384 	7 	 T1T2 	 0.0 	14 	8 	1 	0.0 	-1013.0 	19 	4 	8 	0.0 	-1018.0 	[-2, 0] 	0
main	385 	7 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	1 	3 	0.0 	-1013.0 	[-2, 0] 	0
main	386 	7 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	9 	3 	0.0 	-1007.0 	[-2, 0] 	0
main	387 	7 	 T1T2 	 0.0 	6 	9 	2 	0.0 	-1005.0 	7 	2 	6 	0.0 	-1006.0 	[-2, 0] 	0
main	388 	7 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	16 	8 	9 	0.0 	-1015.0 	[-2, 0] 	0
main	389 	7 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	11 	7 	7 	1.0 	-1010.0 	[-2, 0] 	0
main	390 	7 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	7 	7 	1.0 	-1015.0 	[-2, 0] 	0
main	391 	7 	 T1T2 	 0.0 	8 	9 	5 	0.0 	-1007.0 	10 	8 	8 	1.0 	-1009.0 	[-2, 0] 	0
main	392 	7 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	9 	7 	7 	1.0 	-1008.0 	[-2, 0] 	0
main	393 	7 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	18 	8 	8 	1.0 	-1017.0 	[-2, 0] 	0
main	394 	7 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	13 	9 	9 	1.0 	-1012.0 	[-2, 0] 	0
main	395 	7 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	2 	2 	1.0 	-1017.0 	[-2, 0] 	0
main	396 	7 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	12 	6 	6 	1.0 	-1011.0 	[-2, 0] 	0
main	397 	7 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	11 	3 	3 	1.0 	-1010.0 	[-2, 0] 	0
main	398 	7 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[-2, 0] 	0
main	399 	7 	 T1T2 	 0.0 	10 	8 	3 	0.0 	-1009.0 	15 	4 	8 	0.0 	-1014.0 	[-2, 0] 	0
