experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlipsmain	0 	6 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	10 	3 	1 	0.0 	-1009.0 	[-2, 0] 	0
main	370 	6 	 T1T2 	 0.0 	6 	0 	3 	0.0 	-1005.0 	8 	3 	6 	0.0 	-1007.0 	[2, 0] 	0
main	371 	6 	 T1T2 	 0.0 	6 	0 	6 	0.0 	-1005.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	372 	6 	 T1T2 	 0.0 	6 	7 	0 	0.0 	-1005.0 	14 	9 	9 	1.0 	-1013.0 	[2, 0] 	0
main	373 	6 	 T1T2 	 0.0 	6 	0 	1 	0.0 	-1005.0 	7 	3 	5 	0.0 	-1006.0 	[2, 0] 	0
main	374 	6 	 T1T2 	 0.0 	6 	0 	4 	0.0 	-1005.0 	11 	2 	0 	0.0 	-1010.0 	[2, 0] 	0
main	375 	6 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	12 	7 	1 	0.0 	-1011.0 	[2, 0] 	0
main	376 	6 	 T1T2 	 0.0 	10 	6 	8 	0.0 	-1009.0 	20 	2 	3 	0.0 	-1019.0 	[2, 0] 	0
main	377 	6 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	5 	5 	1.0 	-1017.0 	[2, 0] 	0
main	378 	6 	 T1T2 	 0.0 	10 	3 	4 	0.0 	-1009.0 	11 	9 	9 	1.0 	-1010.0 	[2, 0] 	1
main	379 	6 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	15 	8 	8 	1.0 	-1014.0 	[2, 0] 	0
main	380 	6 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	10 	3 	3 	1.0 	-1009.0 	[6, 0] 	0
main	381 	6 	 T1T2 	 0.0 	8 	0 	2 	0.0 	-1007.0 	18 	4 	4 	1.0 	-1017.0 	[6, 0] 	0
main	382 	6 	 T1T2 	 0.0 	8 	6 	1 	0.0 	-1007.0 	16 	3 	4 	0.0 	-1015.0 	[6, 0] 	0
main	383 	6 	 T1T2 	 0.0 	8 	0 	1 	0.0 	-1007.0 	9 	1 	9 	0.0 	-1008.0 	[6, 0] 	0
main	384 	6 	 T1T2 	 0.0 	8 	8 	1 	0.0 	-1007.0 	13 	6 	4 	0.0 	-1012.0 	[6, 0] 	0
main	385 	6 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	16 	6 	5 	0.0 	-1015.0 	[6, 0] 	0
main	386 	6 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	24 	0 	0 	1.0 	-1023.0 	[6, 0] 	0
main	387 	6 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[6, 0] 	0
main	388 	6 	 T1T2 	 0.0 	14 	7 	3 	0.0 	-1013.0 	15 	3 	7 	0.0 	-1014.0 	[6, 0] 	0
main	389 	6 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	1 	1 	1.0 	-1018.0 	[6, 0] 	1
main	390 	6 	 T1T2 	 0.0 	6 	5 	1 	0.0 	-1005.0 	8 	1 	3 	0.0 	-1007.0 	[6, 0] 	0
main	391 	6 	 T1T2 	 0.0 	6 	6 	1 	0.0 	-1005.0 	16 	8 	8 	1.0 	-1015.0 	[6, 0] 	0
main	392 	6 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	5 	5 	1.0 	-1013.0 	[6, 0] 	0
main	393 	6 	 T1T2 	 0.0 	6 	0 	9 	0.0 	-1005.0 	7 	9 	0 	0.0 	-1006.0 	[6, 0] 	0
main	394 	6 	 T1T2 	 0.0 	6 	2 	0 	0.0 	-1005.0 	11 	8 	1 	0.0 	-1010.0 	[6, 0] 	0
main	395 	6 	 T1T2 	 0.0 	10 	5 	2 	0.0 	-1009.0 	12 	9 	8 	0.0 	-1011.0 	[6, 0] 	0
main	396 	6 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	6 	6 	1.0 	-1019.0 	[6, 0] 	0
main	397 	6 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[6, 0] 	0
main	398 	6 	 T1T2 	 0.0 	10 	4 	3 	0.0 	-1009.0 	11 	8 	8 	1.0 	-1010.0 	[6, 0] 	0
main	399 	6 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	15 	7 	7 	1.0 	-1014.0 	[6, 0] 	0
