experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	
main	375 	13 	 T1T2 	 0.0 	10 	8 	6 	0.0 	-1009.0 	20 	6 	8 	0.0 	-1019.0 	[-6, 0] 	0
main	376 	13 	 T1T2 	 0.0 	10 	9 	0 	0.0 	-1009.0 	12 	3 	9 	0.0 	-1011.0 	[-6, 0] 	0
main	377 	13 	 T1T2 	 0.0 	10 	4 	8 	0.0 	-1009.0 	11 	8 	0 	0.0 	-1010.0 	[-6, 0] 	0
main	378 	13 	 T1T2 	 0.0 	10 	6 	2 	0.0 	-1009.0 	15 	5 	4 	0.0 	-1014.0 	[-6, 0] 	0
main	379 	13 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	18 	7 	6 	0.0 	-1017.0 	[-6, 0] 	0
main	380 	13 	 T1T2 	 0.0 	14 	3 	2 	0.0 	-1013.0 	24 	2 	3 	0.0 	-1023.0 	[2, 0] 	0
main	381 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	8 	9 	0.0 	-1015.0 	[2, 0] 	0
main	382 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	15 	4 	4 	1.0 	-1014.0 	[2, 0] 	0
main	383 	13 	 T1T2 	 0.0 	14 	6 	1 	0.0 	-1013.0 	19 	7 	7 	1.0 	-1018.0 	[2, 0] 	0
main	384 	13 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	22 	9 	6 	0.0 	-1021.0 	[2, 0] 	0
main	385 	13 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	18 	9 	0 	0.0 	-1017.0 	[2, 0] 	0
main	386 	13 	 T1T2 	 0.0 	8 	3 	9 	0.0 	-1007.0 	10 	2 	0 	0.0 	-1009.0 	[2, 0] 	0
main	387 	13 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	9 	7 	4 	0.0 	-1008.0 	[2, 0] 	0
main	388 	13 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	13 	7 	0 	0.0 	-1012.0 	[2, 0] 	0
main	389 	13 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	0 	6 	0.0 	-1015.0 	[2, 0] 	0
main	390 	13 	 T1T2 	 0.0 	6 	8 	0 	0.0 	-1005.0 	16 	0 	8 	0.0 	-1015.0 	[2, 0] 	7
main	391 	13 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	0 	3 	0.0 	-1007.0 	[2, 0] 	0
main	392 	13 	 T1T2 	 0.0 	6 	4 	8 	0.0 	-1005.0 	7 	8 	6 	0.0 	-1006.0 	[2, 0] 	0
main	393 	13 	 T1T2 	 0.0 	6 	0 	1 	0.0 	-1005.0 	11 	1 	4 	0.0 	-1010.0 	[2, 0] 	0
main	394 	13 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	14 	9 	9 	1.0 	-1013.0 	[2, 0] 	0
main	395 	13 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	1 	7 	0.0 	-1019.0 	[2, 0] 	0
main	396 	13 	 T1T2 	 0.0 	10 	0 	8 	0.0 	-1009.0 	12 	8 	6 	0.0 	-1011.0 	[2, 0] 	0
main	397 	13 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	11 	6 	6 	1.0 	-1010.0 	[2, 0] 	0
main	398 	13 	 T1T2 	 0.0 	10 	6 	2 	0.0 	-1009.0 	15 	2 	4 	0.0 	-1014.0 	[2, 0] 	0
main	399 	13 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	7 	1 	0.0 	-1017.0 	[2, 0] 	0
