experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlipsmain	0 	15 	 T1T2 	 0.0 	8 	7 	1 	0.0 	-1007.0 	10 	2 	3 	0.0 	-1009.0 	[-6, 0] 	0
main	30 	15 	 T1T2 	 0.0 	14 	6 	5 	0.0 	-1013.0 	16 	5 	6 	0.0 	-1015.0 	[6, 0] 	0
main	31 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	24 	2 	2 	1.0 	-1023.0 	[6, 0] 	0
main	32 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	15 	5 	5 	1.0 	-1014.0 	[6, 0] 	0
main	33 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[6, 0] 	0
main	34 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	22 	8 	8 	1.0 	-1021.0 	[6, 0] 	0
main	35 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[6, 0] 	0
main	36 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	16 	3 	3 	1.0 	-1015.0 	[6, 0] 	0
main	37 	15 	 T1T2 	 0.0 	6 	4 	1 	0.0 	-1005.0 	7 	1 	3 	0.0 	-1006.0 	[6, 0] 	0
main	38 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	11 	9 	9 	1.0 	-1010.0 	[6, 0] 	0
main	39 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	14 	9 	9 	1.0 	-1013.0 	[6, 0] 	0
main	40 	15 	 T1T2 	 0.0 	8 	4 	1 	0.0 	-1007.0 	10 	7 	3 	0.0 	-1009.0 	[2, 0] 	0
main	41 	15 	 T1T2 	 0.0 	8 	7 	9 	0.0 	-1007.0 	18 	9 	0 	0.0 	-1017.0 	[2, 0] 	0
main	42 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	9 	9 	9 	1.0 	-1008.0 	[2, 0] 	0
main	43 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[2, 0] 	0
main	44 	15 	 T1T2 	 0.0 	8 	6 	2 	0.0 	-1007.0 	16 	0 	0 	1.0 	-1015.0 	[2, 0] 	0
main	45 	15 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	9 	9 	1.0 	-1011.0 	[2, 0] 	0
main	46 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	20 	5 	5 	1.0 	-1019.0 	[2, 0] 	0
main	47 	15 	 T1T2 	 0.0 	10 	0 	5 	0.0 	-1009.0 	11 	5 	0 	0.0 	-1010.0 	[2, 0] 	0
main	48 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	15 	1 	1 	1.0 	-1014.0 	[2, 0] 	0
main	49 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	7 	3 	0.0 	-1017.0 	[2, 0] 	0
main	50 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[2, 0] 	0
main	51 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	24 	3 	3 	1.0 	-1023.0 	[2, 0] 	0
main	52 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	15 	9 	9 	1.0 	-1014.0 	[2, 0] 	0
main	53 	15 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	19 	7 	7 	1.0 	-1018.0 	[2, 0] 	0
main	54 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	22 	1 	3 	0.0 	-1021.0 	[2, 0] 	0
main	55 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	8 	2 	2 	1.0 	-1007.0 	[2, 0] 	0
main	56 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[2, 0] 	0
main	57 	15 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	7 	2 	2 	1.0 	-1006.0 	[2, 0] 	0
main	58 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	11 	5 	2 	0.0 	-1010.0 	[2, 0] 	0
main	59 	15 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	14 	4 	4 	1.0 	-1013.0 	[2, 0] 	0
main	60 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	10 	0 	0 	1.0 	-1009.0 	[-2, 0] 	0
main	61 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	5 	5 	1.0 	-1017.0 	[-2, 0] 	0
main	62 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	9 	9 	9 	1.0 	-1008.0 	[-2, 0] 	0
main	63 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	13 	5 	5 	1.0 	-1012.0 	[-2, 0] 	0
main	64 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	16 	2 	2 	1.0 	-1015.0 	[-2, 0] 	0
main	65 	15 	 T1T2 	 0.0 	10 	5 	4 	0.0 	-1009.0 	12 	4 	5 	0.0 	-1011.0 	[-2, 0] 	0
main	66 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	4 	4 	1.0 	-1019.0 	[-2, 0] 	0
main	67 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	11 	7 	7 	1.0 	-1010.0 	[-2, 0] 	0
main	68 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	15 	4 	4 	1.0 	-1014.0 	[-2, 0] 	0
main	69 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	0 	0 	1.0 	-1017.0 	[-2, 0] 	0
main	70 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[-2, 0] 	0
main	71 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	24 	4 	4 	1.0 	-1023.0 	[-2, 0] 	0
main	72 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	1 	1 	1.0 	-1014.0 	[-2, 0] 	0
main	73 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[-2, 0] 	0
main	74 	15 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	22 	6 	6 	1.0 	-1021.0 	[-2, 0] 	0
main	75 	15 	 T1T2 	 0.0 	6 	6 	0 	0.0 	-1005.0 	8 	0 	6 	0.0 	-1007.0 	[-2, 0] 	0
main	76 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	0
main	77 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	7 	1 	2 	0.0 	-1006.0 	[-2, 0] 	0
main	78 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	11 	0 	0 	1.0 	-1010.0 	[-2, 0] 	0
main	79 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	14 	7 	7 	1.0 	-1013.0 	[-2, 0] 	0
main	80 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	10 	9 	9 	1.0 	-1009.0 	[-6, 0] 	0
main	81 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	18 	8 	8 	1.0 	-1017.0 	[-6, 0] 	0
main	82 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	9 	5 	5 	1.0 	-1008.0 	[-6, 0] 	0
main	83 	15 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	13 	4 	4 	1.0 	-1012.0 	[-6, 0] 	0
main	84 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	4 	4 	1.0 	-1015.0 	[-6, 0] 	0
main	85 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	12 	8 	8 	1.0 	-1011.0 	[-6, 0] 	0
main	86 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	20 	8 	8 	1.0 	-1019.0 	[-6, 0] 	0
main	87 	15 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	11 	8 	8 	1.0 	-1010.0 	[-6, 0] 	0
main	88 	15 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	15 	5 	5 	1.0 	-1014.0 	[-6, 0] 	0
main	89 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	2 	2 	1.0 	-1017.0 	[-6, 0] 	0
main	90 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	16 	2 	2 	1.0 	-1015.0 	[-6, 0] 	0
main	91 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	1 	0 	0.0 	-1023.0 	[-6, 0] 	0
main	92 	15 	 T1T2 	 0.0 	14 	6 	7 	0.0 	-1013.0 	15 	8 	8 	1.0 	-1014.0 	[-6, 0] 	0
main	93 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	2 	2 	1.0 	-1018.0 	[-6, 0] 	0
main	94 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	22 	0 	1 	0.0 	-1021.0 	[-6, 0] 	0
main	95 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	8 	7 	1 	0.0 	-1007.0 	[-6, 0] 	0
main	96 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-6, 0] 	0
main	97 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	7 	6 	6 	1.0 	-1006.0 	[-6, 0] 	0
main	98 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[-6, 0] 	0
main	99 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	14 	3 	3 	1.0 	-1013.0 	[-6, 0] 	0
main	100 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	10 	2 	7 	0.0 	-1009.0 	[6, 0] 	0
main	101 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	18 	3 	3 	1.0 	-1017.0 	[6, 0] 	0
main	102 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	9 	8 	8 	1.0 	-1008.0 	[6, 0] 	0
main	103 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[6, 0] 	0
main	104 	15 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	4 	4 	1.0 	-1015.0 	[6, 0] 	0
main	105 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	12 	3 	3 	1.0 	-1011.0 	[6, 0] 	0
main	106 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	7 	7 	1.0 	-1019.0 	[6, 0] 	0
main	107 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	11 	5 	5 	1.0 	-1010.0 	[6, 0] 	0
main	108 	15 	 T1T2 	 0.0 	10 	8 	1 	0.0 	-1009.0 	15 	2 	8 	0.0 	-1014.0 	[6, 0] 	0
main	109 	15 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	18 	3 	3 	1.0 	-1017.0 	[6, 0] 	0
main	110 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	16 	0 	4 	0.0 	-1015.0 	[6, 0] 	1
main	111 	15 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[6, 0] 	0
main	112 	15 	 T1T2 	 0.0 	14 	3 	7 	0.0 	-1013.0 	15 	4 	4 	1.0 	-1014.0 	[6, 0] 	0
main	113 	15 	 T1T2 	 0.0 	14 	3 	6 	0.0 	-1013.0 	19 	0 	3 	0.0 	-1018.0 	[6, 0] 	0
main	114 	15 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	22 	5 	5 	1.0 	-1021.0 	[6, 0] 	0
main	115 	15 	 T1T2 	 0.0 	6 	8 	3 	0.0 	-1005.0 	8 	3 	8 	0.0 	-1007.0 	[6, 0] 	0
main	116 	15 	 T1T2 	 0.0 	6 	4 	1 	0.0 	-1005.0 	16 	1 	3 	0.0 	-1015.0 	[6, 0] 	1
main	117 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	7 	0 	4 	0.0 	-1006.0 	[6, 0] 	0
main	118 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[6, 0] 	0
main	119 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	14 	2 	2 	1.0 	-1013.0 	[6, 0] 	0
main	120 	15 	 T1T2 	 0.0 	8 	8 	1 	0.0 	-1007.0 	10 	1 	8 	0.0 	-1009.0 	[2, 0] 	0
main	121 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	18 	3 	3 	1.0 	-1017.0 	[2, 0] 	0
main	122 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	9 	9 	9 	1.0 	-1008.0 	[2, 0] 	0
main	123 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	4 	4 	1.0 	-1012.0 	[2, 0] 	0
main	124 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	16 	7 	7 	1.0 	-1015.0 	[2, 0] 	0
main	125 	15 	 T1T2 	 0.0 	10 	8 	9 	0.0 	-1009.0 	12 	4 	4 	1.0 	-1011.0 	[2, 0] 	0
main	126 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	9 	9 	1.0 	-1019.0 	[2, 0] 	0
main	127 	15 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	11 	2 	2 	1.0 	-1010.0 	[2, 0] 	0
main	128 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	2 	2 	1.0 	-1014.0 	[2, 0] 	0
main	129 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[2, 0] 	0
main	130 	15 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	16 	5 	5 	1.0 	-1015.0 	[2, 0] 	0
main	131 	15 	 T1T2 	 0.0 	14 	9 	1 	0.0 	-1013.0 	24 	7 	9 	0.0 	-1023.0 	[2, 0] 	0
main	132 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[2, 0] 	0
main	133 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	19 	7 	7 	1.0 	-1018.0 	[2, 0] 	1
main	134 	15 	 T1T2 	 0.0 	14 	4 	1 	0.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[2, 0] 	0
main	135 	15 	 T1T2 	 0.0 	6 	9 	3 	0.0 	-1005.0 	8 	7 	9 	0.0 	-1007.0 	[2, 0] 	0
main	136 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	0 	0 	1.0 	-1015.0 	[2, 0] 	0
main	137 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[2, 0] 	0
main	138 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[2, 0] 	0
main	139 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	9 	9 	1.0 	-1013.0 	[2, 0] 	0
main	140 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	10 	4 	4 	1.0 	-1009.0 	[-2, 0] 	0
main	141 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	18 	5 	5 	1.0 	-1017.0 	[-2, 0] 	0
main	142 	15 	 T1T2 	 0.0 	8 	5 	0 	0.0 	-1007.0 	9 	0 	5 	0.0 	-1008.0 	[-2, 0] 	0
main	143 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	13 	5 	6 	0.0 	-1012.0 	[-2, 0] 	0
main	144 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	0
main	145 	15 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	12 	2 	2 	1.0 	-1011.0 	[-2, 0] 	0
main	146 	15 	 T1T2 	 0.0 	10 	7 	2 	0.0 	-1009.0 	20 	9 	9 	1.0 	-1019.0 	[-2, 0] 	0
main	147 	15 	 T1T2 	 0.0 	10 	7 	6 	0.0 	-1009.0 	11 	6 	7 	0.0 	-1010.0 	[-2, 0] 	0
main	148 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	15 	2 	2 	1.0 	-1014.0 	[-2, 0] 	0
main	149 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[-2, 0] 	0
main	150 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	0
main	151 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	24 	4 	4 	1.0 	-1023.0 	[-2, 0] 	0
main	152 	15 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	153 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	19 	8 	8 	1.0 	-1018.0 	[-2, 0] 	0
main	154 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	22 	0 	0 	1.0 	-1021.0 	[-2, 0] 	0
main	155 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[-2, 0] 	0
main	156 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	0
main	157 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	7 	0 	7 	0.0 	-1006.0 	[-2, 0] 	0
main	158 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	1 	1 	1.0 	-1010.0 	[-2, 0] 	0
main	159 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	14 	6 	6 	1.0 	-1013.0 	[-2, 0] 	0
main	160 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	10 	8 	8 	1.0 	-1009.0 	[-6, 0] 	0
main	161 	15 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[-6, 0] 	0
main	162 	15 	 T1T2 	 0.0 	8 	3 	9 	0.0 	-1007.0 	9 	9 	3 	0.0 	-1008.0 	[-6, 0] 	0
main	163 	15 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	13 	0 	0 	1.0 	-1012.0 	[-6, 0] 	0
main	164 	15 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[-6, 0] 	0
main	165 	15 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	1 	1 	1.0 	-1011.0 	[-6, 0] 	0
main	166 	15 	 T1T2 	 0.0 	10 	7 	8 	0.0 	-1009.0 	20 	2 	2 	1.0 	-1019.0 	[-6, 0] 	0
main	167 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	11 	2 	2 	1.0 	-1010.0 	[-6, 0] 	1
main	168 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	4 	4 	1.0 	-1014.0 	[-6, 0] 	0
main	169 	15 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[-6, 0] 	0
main	170 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	5 	5 	1.0 	-1015.0 	[-6, 0] 	0
main	171 	15 	 T1T2 	 0.0 	14 	5 	6 	0.0 	-1013.0 	24 	9 	9 	1.0 	-1023.0 	[-6, 0] 	0
main	172 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	15 	0 	0 	1.0 	-1014.0 	[-6, 0] 	0
main	173 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	19 	1 	1 	1.0 	-1018.0 	[-6, 0] 	0
main	174 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[-6, 0] 	0
main	175 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	8 	2 	3 	0.0 	-1007.0 	[-6, 0] 	0
main	176 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[-6, 0] 	0
main	177 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	7 	2 	2 	1.0 	-1006.0 	[-6, 0] 	0
main	178 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	7 	7 	1.0 	-1010.0 	[-6, 0] 	0
main	179 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	8 	8 	1.0 	-1013.0 	[-6, 0] 	0
main	180 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	10 	1 	1 	1.0 	-1009.0 	[6, 0] 	0
main	181 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	18 	9 	9 	1.0 	-1017.0 	[6, 0] 	0
main	182 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	9 	7 	7 	1.0 	-1008.0 	[6, 0] 	0
main	183 	15 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[6, 0] 	0
main	184 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	16 	7 	7 	1.0 	-1015.0 	[6, 0] 	0
main	185 	15 	 T1T2 	 0.0 	10 	7 	3 	0.0 	-1009.0 	12 	6 	7 	0.0 	-1011.0 	[6, 0] 	0
