experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlipsmain	0 	15 	 T1T2 	 0.0 	8 	7 	1 	0.0 	-1007.0 	10 	2 	3 	0.0 	-1009.0 	[-6, 0] 	0
main	374 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	22 	3 	1 	0.0 	-1021.0 	[2, 0] 	0
main	375 	15 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	8 	2 	2 	1.0 	-1007.0 	[2, 0] 	0
main	376 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	16 	7 	7 	1.0 	-1015.0 	[2, 0] 	0
main	377 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[2, 0] 	0
main	378 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	8 	8 	1.0 	-1010.0 	[2, 0] 	0
main	379 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	14 	3 	3 	1.0 	-1013.0 	[2, 0] 	0
main	380 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	10 	4 	4 	1.0 	-1009.0 	[-2, 0] 	0
main	381 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	18 	9 	9 	1.0 	-1017.0 	[-2, 0] 	0
main	382 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	9 	5 	5 	1.0 	-1008.0 	[-2, 0] 	0
main	383 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	6 	6 	1.0 	-1012.0 	[-2, 0] 	1
main	384 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	0 	0 	1.0 	-1015.0 	[-2, 0] 	0
main	385 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	12 	6 	6 	1.0 	-1011.0 	[-2, 0] 	0
main	386 	15 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	1 	1 	1.0 	-1019.0 	[-2, 0] 	0
main	387 	15 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	11 	2 	2 	1.0 	-1010.0 	[-2, 0] 	0
main	388 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	15 	1 	1 	1.0 	-1014.0 	[-2, 0] 	0
main	389 	15 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	18 	3 	3 	1.0 	-1017.0 	[-2, 0] 	0
main	390 	15 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	16 	5 	5 	1.0 	-1015.0 	[-2, 0] 	0
main	391 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	24 	3 	3 	1.0 	-1023.0 	[-2, 0] 	0
main	392 	15 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	8 	8 	1.0 	-1014.0 	[-2, 0] 	0
main	393 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	0 	0 	1.0 	-1018.0 	[-2, 0] 	0
main	394 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	22 	1 	1 	1.0 	-1021.0 	[-2, 0] 	1
main	395 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	8 	2 	2 	1.0 	-1007.0 	[-2, 0] 	0
main	396 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	0
main	397 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	7 	8 	8 	1.0 	-1006.0 	[-2, 0] 	0
main	398 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	11 	1 	1 	1.0 	-1010.0 	[-2, 0] 	0
main	399 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	14 	7 	7 	1.0 	-1013.0 	[-2, 0] 	0
