browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type,velocityFraction
Chrome,1050,,,989,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.7000000000000001
Chrome,1050,,,1037,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.8
Chrome,1050,,,1022,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,1.3
Chrome,1050,,,993,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.5
Chrome,1050,,,958,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.9
Chrome,1050,,,1036,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,1.2
Chrome,1050,,,1039,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,0.9
Chrome,1050,,,962,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.1
Chrome,1050,,,1031,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.3
Chrome,1050,,,1021,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.2
Chrome,1050,,,998,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,0.5
Chrome,1050,,,1019,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,0.8
Chrome,1050,,,1018,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.3
Chrome,1050,,,1021,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.0
Chrome,1050,2019-07-19T22:28:24.097Z,,1037,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.1
Chrome,1050,,,1019,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.1
Chrome,1050,,,1006,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,0.7000000000000001
Chrome,1050,,,987,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.0
Chrome,1050,,,977,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,0.6000000000000001
Chrome,1050,,,1007,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.0
Chrome,1050,,,982,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.3
Chrome,1050,,,990,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.1
Chrome,1050,,,1001,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,0.9
Chrome,1050,2019-07-20T20:29:04.484Z,,980,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.2
Firefox,1050,,,1045,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.5
Firefox,1050,,,986,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.9
Firefox,1050,,,966,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,1.2
Firefox,1050,,,1002,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.6000000000000001
Firefox,1050,,,1011,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.8
Firefox,1050,,,1005,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.7000000000000001
Firefox,1050,,,1047,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,1.0
Firefox,1050,,,1048,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.7000000000000001
Firefox,1050,2019-07-20T20:05:26.011Z,,959,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,1.2
Chrome,1050,,,1035,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,1.3
Chrome,1050,,,1012,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,1.0
Chrome,1050,,,1016,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.7000000000000001
Chrome,1050,,,967,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.7000000000000001
Chrome,1050,,,991,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.9
Chrome,1050,,,952,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.6000000000000001
Chrome,1050,,,1039,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,1.2
Chrome,1050,,,1032,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.8
Chrome,1050,,,992,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.5
Chrome,1050,,,1021,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.7000000000000001
Chrome,1050,,,1048,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.6000000000000001
Chrome,1050,,,951,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1.0
Chrome,1050,,,980,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.6000000000000001
Chrome,1050,,,991,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1.2
Chrome,1050,,,980,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.5
Chrome,1050,,,991,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.7000000000000001
Chrome,1050,,,1024,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1.0
Chrome,1050,,,967,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1.2
Chrome,1050,,,1011,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.6000000000000001
Chrome,1050,,,974,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.9
Chrome,1050,,,1036,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,1.0
Chrome,1050,,,989,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,1.2
Chrome,1050,,,1017,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.7000000000000001
Chrome,1050,,,1023,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.8
Chrome,1050,,,1007,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.8
Chrome,1050,,,965,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,1.3
Chrome,1050,,,1046,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.7000000000000001
Chrome,1050,,,1015,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.5
Chrome,1050,,,1017,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.6000000000000001
Chrome,1050,,,960,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.7000000000000001
Chrome,1050,,,952,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.8
Chrome,1050,,,1036,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,1.3
Chrome,1050,,,1016,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.6000000000000001
Chrome,1050,,,974,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.5
Chrome,1050,,,975,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.7000000000000001
Chrome,1050,,,1031,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,1.2
Chrome,1050,,,1000,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,1.3
Chrome,1050,,,1047,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,0.5
Chrome,1050,,,1039,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,0.7000000000000001
Chrome,1050,,,997,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,1.1
Chrome,1050,,,1027,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,1.2
Chrome,1050,,,1024,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,0.6000000000000001
Chrome,1050,,,994,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,1.1
Chrome,1050,,,1048,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,1.2
Chrome,1050,,,1045,76,2019-07-20T20:23:54.628Z,A1PB9RGHUXNVP6,odd,0.9
Chrome,1050,,,980,76,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,1.1
Chrome,1050,,,963,83,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,0.5
Chrome,1050,,,1035,83,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,1.2
Chrome,1050,,,1009,76,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,1.0
Chrome,1050,,,1010,76,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,0.6000000000000001
Chrome,1050,,,962,76,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,1.3
Chrome,1050,,,1015,83,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,0.5
Chrome,1050,,,997,83,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,0.8
Chrome,1050,2019-07-20T20:06:09.569Z,,982,76,2019-07-20T19:54:14.554Z,A1PTH9KTRO06EG,odd,1.3
Chrome,1050,,,1006,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,1.2
Chrome,1050,,,959,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,1.3
Chrome,1050,,,990,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,0.6000000000000001
Chrome,1050,,,983,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,1.0
Chrome,1050,,,955,76,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,1.1
Chrome,1050,,,1033,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,1.3
Chrome,1050,,,1028,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,0.7000000000000001
Chrome,1050,,,960,76,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,1.0
Chrome,1050,2019-07-20T20:03:24.570Z,,1006,83,2019-07-20T19:51:29.636Z,A1V2H0UF94ATWY,odd,0.5
Chrome,1050,,,1027,76,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,1.3
Chrome,1050,,,976,83,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,1.0
Chrome,1050,,,1014,76,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,0.9
Chrome,1050,,,980,83,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,0.9
Chrome,1050,,,1035,83,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,0.7000000000000001
Chrome,1050,,,969,76,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,0.5
Chrome,1050,,,1004,76,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,1.2
Chrome,1050,,,975,83,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,0.6000000000000001
Chrome,1050,,,1010,76,2019-07-20T20:21:00.640Z,A1WISFBL3J5Z12,odd,1.0
Chrome,1050,,,1016,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,0.8
Chrome,1050,,,965,76,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,1.3
Chrome,1050,,,957,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,0.6000000000000001
Chrome,1050,,,955,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,0.5
Chrome,1050,,,993,76,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,1.3
Chrome,1050,,,1015,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,0.6000000000000001
Chrome,1050,,,1039,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,1.1
Chrome,1050,,,976,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,1.2
Chrome,1050,,,970,83,2019-07-20T20:39:31.521Z,A20N1NK5X5S88F,odd,0.9
Firefox,1050,,,966,83,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,0.6000000000000001
Firefox,1050,,,1016,76,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,0.7000000000000001
Firefox,1050,,,1027,83,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,1.2
Firefox,1050,,,1014,83,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,1.2
Firefox,1050,,,954,76,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,1.1
Firefox,1050,,,1036,76,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,0.8
Firefox,1050,,,982,83,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,0.5
Firefox,1050,,,978,83,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,0.9
Firefox,1050,,,994,76,2019-07-20T20:49:36.509Z,A22CRHYK7SPW8C,odd,0.7000000000000001
Chrome,1050,,,1037,83,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,0.7000000000000001
Chrome,1050,,,953,76,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,0.9
Chrome,1050,,,1034,83,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,1.2
Chrome,1050,,,971,76,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,0.7000000000000001
Chrome,1050,,,979,76,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,0.8
Chrome,1050,,,966,83,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,0.6000000000000001
Chrome,1050,,,1006,83,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,0.9
Chrome,1050,,,958,83,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,1.3
Chrome,1050,,,1017,83,2019-07-20T20:00:42.515Z,A27W025UEXS1G0,odd,1.0
Chrome,1050,,,979,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,0.7000000000000001
Chrome,1050,,,1038,76,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,1.0
Chrome,1050,,,965,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,1.1
Chrome,1050,,,1049,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,1.1
Chrome,1050,,,1022,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,0.6000000000000001
Chrome,1050,,,1036,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,0.7000000000000001
Chrome,1050,,,1026,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,0.6000000000000001
Chrome,1050,,,1049,76,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,0.8
Chrome,1050,,,979,83,2019-07-20T19:52:55.650Z,A2JCHN90PRUWDH,odd,1.3
Chrome,1050,,,1031,76,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,1.0
Chrome,1050,,,964,76,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,0.8
Chrome,1050,,,1041,76,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,1.3
Chrome,1050,,,1017,83,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,1.0
Chrome,1050,,,966,83,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,0.6000000000000001
Chrome,1050,,,991,83,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,0.7000000000000001
Chrome,1050,,,1039,76,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,1.2
Chrome,1050,,,1044,76,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,1.0
Chrome,1050,,,1014,83,2019-07-20T20:52:42.726Z,A2JLNI234KEKKE,odd,0.7000000000000001
Chrome,1050,,,1004,83,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,0.5
Chrome,1050,,,1025,83,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,0.9
Chrome,1050,,,1027,83,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,1.0
Chrome,1050,,,977,76,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,1.2
Chrome,1050,,,1015,76,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,1.3
Chrome,1050,,,1014,83,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,0.7000000000000001
Chrome,1050,,,1006,76,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,1.3
Chrome,1050,,,1031,76,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,1.0
Chrome,1050,,,1006,76,2019-07-19T22:24:54.459Z,A2K0E2OQ2KCCTD,odd,0.8
Chrome,1050,,,1042,76,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,1.3
Chrome,1050,,,1026,83,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,0.5
Chrome,1050,,,953,83,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,0.6000000000000001
Chrome,1050,,,1000,76,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,0.7000000000000001
Chrome,1050,,,958,83,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,0.8
Chrome,1050,,,966,83,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,0.5
Chrome,1050,,,960,76,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,1.1
Chrome,1050,,,989,83,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,0.9
Chrome,1050,,,1004,76,2019-07-20T20:12:45.750Z,A2YP22IYWPZWR0,odd,1.0
Chrome,1050,,,1008,76,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,0.9
Chrome,1050,,,995,76,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,1.0
Chrome,1050,,,1020,83,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,1.3
Chrome,1050,,,1024,83,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,0.7000000000000001
Chrome,1050,,,974,83,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,0.8
Chrome,1050,,,1014,83,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,1.3
Chrome,1050,,,1034,76,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,1.2
Chrome,1050,,,1018,76,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,0.5
Chrome,1050,,,1034,76,2019-07-20T21:52:20.515Z,A30VLAIIJIG5IS,odd,0.6000000000000001
Chrome,1050,,,966,83,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,1.3
Chrome,1050,,,964,83,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,0.7000000000000001
Chrome,1050,,,965,83,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,1.2
Chrome,1050,,,1033,83,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,1.1
Chrome,1050,,,1014,76,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,1.0
Chrome,1050,,,959,83,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,0.6000000000000001
Chrome,1050,,,1013,76,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,0.8
Chrome,1050,,,970,76,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,1.1
Chrome,1050,,,1008,76,2019-07-20T19:58:26.494Z,A36QBKROJ4J9EJ,odd,1.3
Chrome,1050,,,1019,76,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,0.5
Chrome,1050,,,1025,76,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,0.7000000000000001
Chrome,1050,,,1002,76,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,0.8
Chrome,1050,,,991,83,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,1.2
Chrome,1050,,,995,76,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,1.0
Chrome,1050,,,988,83,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,0.5
Chrome,1050,,,987,76,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,0.8
Chrome,1050,,,972,83,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,0.7000000000000001
Chrome,1050,,,1013,76,2019-07-20T20:27:11.852Z,A3GK90X2QOFR53,odd,1.1
Chrome,1050,,,1044,76,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,0.5
Chrome,1050,,,999,76,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,1.1
Chrome,1050,,,960,83,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,0.8
Chrome,1050,,,976,83,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,1.0
Chrome,1050,,,994,83,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,1.1
Chrome,1050,,,1008,83,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,0.5
Chrome,1050,,,996,83,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,0.5
Chrome,1050,,,954,76,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,1.3
Chrome,1050,,,1031,83,2019-07-19T21:24:37.791Z,A3I3JQX0P2F0K3,odd,0.7000000000000001
Chrome,1050,,,1011,76,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,0.7000000000000001
Chrome,1050,,,955,83,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,0.9
Chrome,1050,,,955,76,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,1.3
Chrome,1050,,,1049,76,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,1.3
Chrome,1050,,,1031,83,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,1.1
Chrome,1050,,,968,83,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,0.8
Chrome,1050,,,966,76,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,1.2
Chrome,1050,,,958,83,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,0.6000000000000001
Chrome,1050,,,960,83,2019-07-20T19:51:50.117Z,A3L0DCUXI7X3A9,odd,0.9
Chrome,1050,,,1010,83,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,0.8
Chrome,1050,,,1017,76,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,1.3
Chrome,1050,,,1008,83,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,0.5
Chrome,1050,,,1023,76,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,1.3
Chrome,1050,,,988,76,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,1.1
Chrome,1050,,,1007,76,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,0.5
Chrome,1050,,,1017,83,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,0.9
Chrome,1050,,,1003,83,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,0.7000000000000001
Chrome,1050,2019-07-19T23:20:17.565Z,,1000,83,2019-07-19T23:09:47.231Z,A3UV55HC87DO9C,odd,1.0
Chrome,1050,,,984,76,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,1.2
Chrome,1050,,,955,76,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,0.8
Chrome,1050,,,1013,83,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,0.5
Chrome,1050,,,1047,83,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,1.0
Chrome,1050,,,1008,76,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,0.8
Chrome,1050,,,1029,76,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,1.1
Chrome,1050,,,988,83,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,0.7000000000000001
Chrome,1050,,,1021,76,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,1.0
Chrome,1050,,,1047,83,2019-07-20T20:06:21.176Z,A5IM0E95QAB7L,odd,0.5
Chrome,1050,,,1027,83,2019-07-20T21:12:51.308Z,ACDX50KGPE97I,odd,0.8
Chrome,1050,,,959,76,2019-07-20T21:12:51.308Z,ACDX50KGPE97I,odd,0.7000000000000001
Chrome,1050,,,1012,76,2019-07-20T21:12:51.308Z,ACDX50KGPE97I,odd,0.5
Chrome,1050,,,950,83,2019-07-20T21:12:51.308Z,ACDX50KGPE97I,odd,0.8
Chrome,1050,,,1036,83,2019-07-20T21:12:51.308Z,ACDX50KGPE97I,odd,0.7000000000000001
Chrome,1050,,,968,76,2019-07-20T21:12:51.308Z,ACDX50KGPE97I,odd,1.3
